,carat,cut,color,clarity,depth,table,price,x,y,z,predicted_price
39445,0.41,5,6,5,61.4,55.0,1076,4.84,4.8,2.96,1166.1089
39446,0.41,5,6,5,61.5,56.0,1076,4.79,4.77,2.94,1100.4128
39447,0.41,4,4,5,58.9,60.0,1076,4.87,4.84,2.86,968.51385
39448,0.53,5,3,3,62.6,56.0,1077,5.28,5.1,3.25,1270.624
39449,0.5,2,6,2,63.3,56.0,1077,5.05,5.09,3.21,1048.7067
39450,0.5,3,6,2,61.5,58.0,1077,5.03,5.09,3.11,1066.0068
39451,0.5,3,6,2,62.8,55.0,1077,5.05,5.08,3.18,1092.841
39452,0.5,2,6,2,63.7,55.0,1077,5.03,5.08,3.22,1067.5605
39453,0.5,3,6,2,63.0,57.0,1077,5.04,5.09,3.19,1046.6594
39454,0.5,2,6,2,63.1,58.0,1077,5.05,5.09,3.2,1044.0265
39455,0.57,5,3,2,62.3,56.0,1077,5.31,5.28,3.3,1227.99
39456,0.33,5,7,5,61.0,56.0,1077,4.47,4.45,2.72,945.7199
39457,0.39,5,4,5,62.6,55.0,1077,4.69,4.66,2.93,967.6055
39458,0.39,5,4,5,62.0,55.0,1077,4.71,4.66,2.9,948.6297
39459,0.47,3,7,2,61.5,55.0,1078,5.0,5.04,3.09,1046.1758
39460,0.4,3,7,6,58.3,59.0,1078,4.88,4.9,2.85,1208.8416
39461,0.4,5,7,6,61.4,56.0,1078,4.75,4.8,2.93,1244.8168
39462,0.53,5,5,2,62.4,54.0,1078,5.19,5.22,3.25,1114.7213
39463,0.53,5,5,2,62.2,53.0,1078,5.19,5.22,3.24,1101.5265
39464,0.5,4,4,2,58.6,61.0,1078,5.21,5.16,3.04,998.9467
39465,0.5,1,3,3,62.3,60.0,1078,5.09,5.06,3.16,1171.8828
39466,0.53,3,4,2,63.4,55.0,1079,5.1,5.19,3.26,1084.2511
39467,0.53,3,4,2,60.0,56.0,1079,5.28,5.32,3.18,1101.3876
39468,0.54,3,2,3,61.3,60.0,1079,5.2,5.24,3.2,1030.2966
39469,0.41,5,6,5,61.8,57.0,1079,4.76,4.79,2.95,1092.7848
39470,0.41,5,6,5,61.4,57.0,1079,4.79,4.82,2.95,1096.9067
39471,0.41,4,6,5,60.0,58.0,1079,4.8,4.83,2.89,1061.944
39472,0.41,4,6,5,61.8,58.0,1079,4.73,4.75,2.93,1090.0154
39473,0.41,3,6,5,62.8,58.0,1079,4.7,4.72,2.96,996.0394
39474,0.41,4,6,5,61.2,58.0,1079,4.76,4.78,2.92,1102.5264
39475,0.41,5,6,5,62.1,55.0,1079,4.77,4.8,2.97,1097.3923
39476,0.41,4,6,5,62.0,60.0,1079,4.74,4.78,2.95,1076.6965
39477,0.41,5,6,5,61.8,55.0,1079,4.75,4.8,2.95,1073.8147
39478,0.41,4,6,5,60.8,59.0,1079,4.76,4.82,2.91,1099.4705
39479,0.41,5,6,5,61.7,55.0,1079,4.75,4.78,2.94,1070.966
39480,0.41,4,6,5,60.6,59.0,1079,4.77,4.8,2.9,1072.4619
39481,0.41,5,6,5,62.0,54.0,1079,4.76,4.79,2.96,1081.482
39482,0.41,5,6,5,61.9,55.0,1079,4.76,4.8,2.96,1096.4381
39483,0.41,5,6,5,62.7,57.0,1079,4.72,4.76,2.97,1079.9891
39484,0.41,5,6,5,61.7,57.0,1079,4.76,4.8,2.95,1089.936
39485,0.41,4,6,5,59.9,58.0,1079,4.83,4.88,2.91,1127.8103
39486,0.41,5,6,5,62.1,55.0,1079,4.75,4.78,2.96,1074.7689
39487,0.41,3,6,5,59.8,61.0,1079,4.79,4.85,2.88,962.0495
39488,0.41,5,6,5,62.7,55.0,1079,4.72,4.76,2.97,1091.9661
39489,0.41,3,6,5,62.2,57.0,1079,4.74,4.78,2.96,1012.6133
39490,0.41,3,6,5,62.0,57.0,1079,4.74,4.77,2.95,1010.8981
39491,0.41,4,6,5,62.3,59.0,1079,4.74,4.76,2.96,1102.9105
39492,0.41,4,6,5,60.7,58.0,1079,4.79,4.83,2.92,1099.4705
39493,0.41,5,6,5,60.9,57.0,1079,4.76,4.79,2.91,1086.8801
39494,0.41,5,6,5,62.3,57.0,1079,4.74,4.77,2.96,1071.1156
39495,0.41,5,6,5,62.0,55.0,1079,4.74,4.77,2.95,1075.2045
39496,0.41,5,6,5,62.1,56.0,1079,4.75,4.78,2.96,1074.6217
39497,0.41,4,6,5,60.4,58.0,1079,4.78,4.82,2.9,1060.6039
39498,0.41,4,6,5,61.9,59.0,1079,4.77,4.8,2.96,1105.3751
39499,0.41,4,6,5,60.1,58.0,1079,4.81,4.84,2.9,1084.0544
39500,0.5,5,5,2,61.6,54.0,1079,5.09,5.14,3.15,1043.2416
39501,0.33,5,6,8,60.8,57.0,1079,4.44,4.47,2.71,1055.5751
39502,0.48,3,1,2,62.3,63.0,1080,5.02,4.96,3.11,674.6472
39503,0.36,5,4,7,60.9,57.0,1080,4.63,4.57,2.8,1087.1637
39504,0.54,3,1,3,61.3,55.0,1080,5.23,5.28,3.22,1006.1373
39505,0.51,5,1,4,62.5,57.0,1080,5.04,5.08,3.16,1065.0269
39506,0.5,5,4,2,62.1,55.0,1080,5.09,5.12,3.17,1028.5787
39507,0.5,5,5,2,61.7,55.0,1080,5.13,5.15,3.17,1092.3873
39508,0.4,2,7,6,60.8,62.0,1080,4.74,4.77,2.89,1150.5687
39509,0.4,2,5,7,60.6,62.0,1080,4.71,4.73,2.86,1089.031
39510,0.32,5,5,8,62.2,55.0,1080,4.4,4.38,2.73,1029.3837
39511,0.32,5,6,6,62.3,56.0,1080,4.4,4.37,2.73,925.73553
39512,0.32,5,6,6,62.0,55.0,1080,4.4,4.38,2.72,921.0455
39513,0.32,5,6,6,62.3,56.0,1080,4.4,4.37,2.73,925.73553
39514,0.32,4,6,6,59.9,58.0,1080,4.5,4.45,2.68,953.8739
39515,0.32,5,6,6,61.5,57.0,1080,4.41,4.4,2.71,922.9324
39516,0.32,5,6,6,61.6,57.0,1080,4.43,4.4,2.72,956.128
39517,0.32,5,6,6,60.8,57.0,1080,4.46,4.42,2.7,994.5663
39518,0.32,4,6,6,61.5,58.0,1080,4.42,4.36,2.7,969.1605
39519,0.32,4,6,6,61.1,58.0,1080,4.45,4.42,2.71,972.7273
39520,0.36,4,6,4,62.0,57.0,1080,4.57,4.52,2.82,805.6109
39521,0.51,4,1,4,61.9,61.0,1080,5.12,5.09,3.16,1108.1451
39522,0.51,3,1,4,63.1,56.0,1080,5.13,5.1,3.23,1081.8496
39523,0.51,5,2,3,62.2,56.0,1080,5.12,5.08,3.17,1071.8315
39524,0.51,4,2,3,62.7,59.0,1080,5.09,5.06,3.18,1119.594
39525,0.4,4,2,7,60.8,58.0,1080,4.78,4.76,2.9,951.81415
39526,0.4,4,2,7,59.5,59.0,1080,4.79,4.76,2.84,929.6662
39527,0.4,5,2,7,60.5,57.0,1080,4.79,4.76,2.89,940.67426
39528,0.4,3,2,7,63.5,57.0,1080,4.68,4.65,2.96,879.40393
39529,0.4,4,2,7,62.7,59.0,1080,4.71,4.67,2.94,962.056
39530,0.4,3,2,7,63.3,57.0,1080,4.71,4.67,2.97,900.97675
39531,0.4,4,2,7,61.5,58.0,1080,4.76,4.7,2.91,976.59906
39532,0.4,2,2,7,63.9,56.0,1080,4.68,4.64,2.98,866.33795
39533,0.4,4,5,4,60.7,60.0,1080,4.8,4.75,2.9,993.2723
39534,0.4,4,5,4,61.6,58.0,1080,4.8,4.75,2.94,1039.7318
39535,0.4,5,5,4,60.6,55.0,1080,4.82,4.78,2.91,1031.9258
39536,0.4,4,5,4,59.3,59.0,1080,4.83,4.79,2.85,979.97034
39537,0.4,4,5,4,59.7,58.0,1080,4.83,4.79,2.87,979.97034
39538,0.4,5,5,4,62.7,56.0,1080,4.77,4.73,2.98,1026.2175
39539,0.4,4,5,4,61.0,58.0,1080,4.79,4.72,2.9,993.2723
39540,0.4,4,5,4,62.1,58.0,1080,4.76,4.71,2.94,991.2728
39541,0.4,5,5,4,62.9,57.0,1080,4.72,4.69,2.96,977.4242
39542,0.4,4,5,4,61.0,59.0,1080,4.76,4.71,2.89,961.5438
39543,0.4,4,5,4,62.6,58.0,1080,4.72,4.68,2.94,985.8472
39544,0.4,5,5,4,62.0,57.0,1080,4.74,4.68,2.92,980.0969
39545,0.32,5,3,8,60.9,56.0,1080,4.42,4.41,2.69,869.03845
39546,0.32,4,3,8,61.2,58.0,1080,4.39,4.37,2.68,968.8424
39547,0.32,4,4,7,58.1,59.0,1080,4.53,4.49,2.62,872.7642
39548,0.32,5,4,7,61.1,53.0,1080,4.44,4.4,2.7,891.7803
39549,0.32,5,4,7,61.1,57.0,1080,4.43,4.41,2.7,927.2963
39550,0.32,5,4,7,61.4,55.0,1080,4.44,4.42,2.72,940.0818
39551,0.32,5,4,7,60.2,56.0,1080,4.49,4.45,2.69,980.3603
39552,0.32,5,4,7,62.4,55.0,1080,4.38,4.37,2.73,928.78986
39553,0.32,4,4,7,60.9,61.0,1080,4.4,4.37,2.67,933.669
39554,0.32,5,4,7,60.8,56.0,1080,4.44,4.37,2.68,951.91974
39555,0.32,5,4,7,62.2,55.0,1080,4.4,4.38,2.73,939.1533
39556,0.32,4,4,7,62.6,58.0,1080,4.41,4.38,2.75,971.13885
39557,0.32,5,4,7,62.0,57.0,1080,4.42,4.38,2.73,937.4335
39558,0.32,5,4,7,61.9,56.0,1080,4.4,4.39,2.72,923.36237
39559,0.32,5,4,7,62.4,56.0,1080,4.39,4.36,2.73,950.18304
39560,0.32,4,4,7,61.9,58.0,1080,4.39,4.36,2.71,970.16895
39561,0.45,1,5,4,64.3,59.0,1080,4.8,4.75,3.07,937.4509
39562,0.36,5,6,4,60.2,56.0,1080,4.65,4.62,2.79,883.8288
39563,0.36,4,5,5,61.8,58.0,1080,4.56,4.53,2.81,901.8151
39564,0.4,4,4,5,62.2,55.0,1080,4.83,4.69,2.96,1057.0778
39565,0.32,4,5,8,59.3,58.0,1080,4.47,4.44,2.62,1124.8969
39566,0.64,2,6,2,56.6,59.0,1080,5.77,5.74,3.26,1559.6865
39567,0.44,3,5,5,61.2,61.0,1081,4.83,4.88,2.97,1033.1283
39568,0.44,5,6,5,61.5,56.0,1081,4.9,4.92,3.02,1202.95
39569,0.44,3,4,6,60.9,57.0,1081,4.89,4.93,2.99,1092.9198
39570,0.44,5,4,6,61.8,56.0,1081,4.9,4.94,3.04,1209.93
39571,0.44,5,7,4,60.4,56.0,1081,4.91,4.95,2.98,1197.0299
39572,0.44,4,5,5,61.9,59.0,1081,4.84,4.88,3.01,1108.8121
39573,0.44,4,4,6,61.3,60.0,1081,4.88,4.94,3.01,1157.8269
39574,0.55,4,4,2,60.3,58.0,1081,5.33,5.35,3.22,1166.7057
39575,0.46,3,6,4,61.3,57.0,1081,4.99,5.02,3.07,1287.2778
39576,0.42,5,2,4,61.4,56.0,1081,4.83,4.85,2.97,875.2524
39577,0.42,5,2,4,62.1,56.0,1081,4.78,4.85,2.99,775.48096
39578,0.31,5,3,8,60.8,56.0,1081,4.42,4.4,2.68,889.7035
39579,0.41,5,6,6,62.5,57.0,1082,4.76,4.71,2.96,1268.434
39580,0.41,4,7,5,60.6,59.0,1082,4.84,4.8,2.92,1247.2725
39581,0.5,5,1,5,62.5,57.0,1082,5.06,5.09,3.17,1207.1733
39582,0.39,2,6,5,57.8,58.0,1082,4.86,4.9,2.82,975.8783
39583,0.37,5,6,6,62.2,56.0,1082,4.63,4.6,2.87,1166.1661
39584,0.37,4,4,6,59.1,60.0,1082,4.71,4.69,2.78,1013.7807
39585,0.37,5,6,6,61.8,54.0,1082,4.63,4.6,2.85,1143.7378
39586,0.37,4,6,6,59.7,61.0,1082,4.71,4.67,2.8,1134.2538
39587,0.37,4,6,6,60.9,59.0,1082,4.65,4.61,2.82,1154.725
39588,0.42,5,5,5,61.6,56.0,1082,4.82,4.8,2.96,1121.7684
39589,0.38,3,6,5,58.1,59.0,1083,4.78,4.82,2.79,910.09766
39590,0.54,3,4,2,59.5,60.0,1083,5.27,5.31,3.15,1072.1351
39591,0.46,5,3,4,62.2,54.0,1083,4.95,4.97,3.09,1071.2207
39592,0.41,5,4,7,62.1,54.0,1084,4.79,4.84,2.99,1154.3575
39593,0.55,5,3,3,62.2,54.0,1084,5.24,5.28,3.27,1276.9062
39594,0.4,5,4,3,60.1,56.0,1084,4.8,4.85,2.9,768.3183
39595,0.4,5,4,3,61.3,55.0,1084,4.72,4.81,2.92,734.7865
39596,0.34,4,6,7,61.7,58.0,1084,4.48,4.43,2.75,1125.9917
39597,0.34,5,6,7,62.1,57.0,1084,4.5,4.46,2.78,1099.183
39598,0.34,5,6,7,62.3,56.0,1084,4.48,4.45,2.78,1104.3146
39599,0.34,5,6,7,61.9,56.0,1084,4.51,4.47,2.78,1095.4911
39600,0.34,5,6,7,62.0,56.0,1084,4.52,4.48,2.79,1075.37
39601,0.3,5,2,5,61.0,58.0,491,4.3,4.33,2.63,460.20508
39602,0.3,5,2,5,62.4,54.0,491,4.3,4.32,2.69,470.23425
39603,0.35,5,2,3,62.2,54.0,491,4.52,4.55,2.82,440.29538
39604,0.31,5,3,3,62.0,53.9,491,4.35,4.39,2.7,430.57108
39605,0.32,5,5,3,61.9,55.0,491,4.38,4.41,2.72,567.4933
39606,0.32,5,5,3,61.3,55.0,491,4.44,4.47,2.73,596.0194
39607,0.26,4,3,5,62.3,59.0,491,4.1,4.06,2.54,481.74722
39608,0.26,4,4,5,61.3,60.0,491,4.12,4.07,2.51,518.2265
39609,0.35,3,3,3,60.0,61.0,491,4.57,4.6,2.75,554.3989
39610,0.35,5,6,2,61.7,56.0,491,4.53,4.55,2.8,569.21484
39611,0.3,3,3,5,62.4,60.0,491,4.23,4.29,2.66,500.67453
39612,0.35,5,3,3,62.3,57.0,491,4.5,4.55,2.82,514.5131
39613,0.35,5,2,4,59.8,57.0,491,4.59,4.6,2.75,510.07034
39614,0.35,5,2,4,62.5,57.0,491,4.5,4.53,2.82,540.10376
39615,0.3,5,4,4,60.8,57.0,491,4.33,4.38,2.65,564.656
39616,0.35,2,6,2,63.9,55.0,491,4.48,4.5,2.87,533.0165
39617,0.35,4,6,2,61.0,58.0,491,4.52,4.56,2.77,575.00543
39618,0.37,3,3,3,62.6,63.0,491,4.6,4.5,2.85,613.7999
39619,0.3,2,4,4,63.1,58.0,491,4.23,4.27,2.68,548.9965
39620,0.3,3,4,4,59.3,59.0,491,4.38,4.42,2.61,533.3832
39621,0.35,4,6,2,61.5,59.0,491,4.52,4.56,2.79,578.06134
39622,0.3,3,4,4,62.6,62.0,491,4.21,4.25,2.65,537.4058
39623,0.35,3,2,4,62.9,57.0,491,4.5,4.53,2.84,536.37494
39624,0.4,2,5,1,63.3,60.4,491,4.64,4.68,2.95,547.8275
39625,0.3,3,4,4,61.1,62.0,491,4.28,4.33,2.63,511.02655
39626,0.35,4,2,4,61.2,58.0,491,4.55,4.57,2.79,543.3429
39627,0.3,5,1,4,61.9,56.0,491,4.3,4.33,2.67,371.44025
39628,0.35,5,6,2,61.4,56.0,491,4.51,4.55,2.78,569.21484
39629,0.35,3,3,3,61.0,62.0,491,4.52,4.56,2.77,497.05276
39630,0.35,2,3,3,63.1,58.0,491,4.46,4.51,2.83,499.87253
39631,0.34,5,6,7,62.2,56.0,1084,4.49,4.45,2.78,1102.6891
39632,0.34,5,6,7,62.2,56.0,1084,4.46,4.44,2.77,1125.986
39633,0.34,5,4,8,61.9,57.0,1084,4.48,4.47,2.77,1014.53064
39634,0.34,5,4,8,61.7,55.0,1084,4.5,4.48,2.77,1010.8697
39635,0.34,5,4,8,61.6,56.0,1084,4.51,4.48,2.77,1016.6265
39636,0.34,5,4,8,60.1,57.0,1084,4.58,4.54,2.74,1055.2197
39637,0.34,5,4,8,61.9,54.0,1084,4.49,4.46,2.77,1010.6854
39638,0.34,4,4,8,62.3,59.0,1084,4.49,4.46,2.79,1103.2146
39639,0.49,4,4,2,59.4,60.0,1084,5.17,5.14,3.06,960.95483
39640,0.49,4,6,3,61.5,58.0,1084,5.08,5.06,3.12,1242.0107
39641,0.51,4,2,3,61.3,58.0,1084,5.16,5.11,3.15,1073.141
39642,0.41,5,6,6,62.3,58.0,1085,4.73,4.78,2.96,1185.3806
39643,0.4,5,5,6,62.0,56.0,1085,4.76,4.73,2.94,1218.6758
39644,0.3,4,5,8,61.6,58.0,1085,4.34,4.3,2.66,1077.0039
39645,0.41,5,5,4,62.4,58.0,1085,4.77,4.75,2.97,997.4834
39646,0.47,4,4,3,58.8,58.0,1086,5.11,5.06,2.99,1031.8513
39647,0.47,1,4,3,58.4,60.0,1086,5.16,5.12,3.0,986.9883
39648,0.47,3,5,3,63.3,60.0,1086,4.98,4.94,3.14,1035.1462
39649,0.38,3,5,7,61.7,56.0,1087,4.63,4.66,2.86,1147.4441
39650,0.55,3,2,2,61.5,60.0,1087,5.23,5.25,3.22,1022.66907
39651,0.5,3,2,3,63.2,57.0,1087,5.07,5.09,3.21,1051.9344
39652,0.4,5,4,5,61.4,55.0,1087,4.77,4.78,2.93,980.39795
39653,0.37,5,6,5,61.4,55.0,1087,4.62,4.66,2.85,939.1848
39654,0.42,4,4,4,59.8,58.0,1087,4.9,4.86,2.92,956.5037
39655,0.42,4,3,5,61.2,60.0,1087,4.84,4.77,2.94,1017.401
39656,0.42,4,3,5,61.6,58.0,1087,4.82,4.79,2.96,1033.7957
39657,0.42,5,3,5,62.0,57.0,1087,4.82,4.8,2.98,1007.7702
39658,0.42,4,3,5,61.7,59.0,1087,4.83,4.76,2.96,1045.5787
39659,0.42,5,3,5,62.4,57.0,1087,4.79,4.76,2.98,959.1477
39660,0.42,4,4,4,59.5,59.0,1087,4.89,4.83,2.89,928.98413
39661,0.42,5,4,4,61.8,56.0,1087,4.84,4.81,2.98,998.43195
39662,0.42,5,4,4,61.6,56.0,1087,4.83,4.82,2.97,995.63947
39663,0.42,5,4,4,60.8,57.0,1087,4.85,4.82,2.94,962.18884
39664,0.42,4,4,4,60.6,58.0,1087,4.88,4.83,2.94,978.1405
39665,0.42,4,4,4,60.1,61.0,1087,4.84,4.81,2.9,949.006
39666,0.42,4,4,4,60.1,61.0,1087,4.86,4.79,2.9,949.006
39667,0.42,5,4,4,62.2,54.0,1087,4.82,4.8,2.99,947.9517
39668,0.42,5,4,4,62.2,56.0,1087,4.82,4.8,2.99,980.526
39669,0.42,5,4,4,61.7,57.0,1087,4.83,4.8,2.97,981.63995
39670,0.42,5,4,4,61.2,56.0,1087,4.84,4.8,2.95,979.24426
39671,0.42,4,4,4,61.9,58.0,1087,4.82,4.77,2.97,1005.5496
39672,0.42,5,4,4,62.4,54.0,1087,4.83,4.78,3.0,947.9517
39673,0.42,4,4,4,60.6,59.0,1087,4.85,4.78,2.92,978.1405
39674,0.42,5,4,4,62.1,56.0,1087,4.84,4.79,2.99,980.526
39675,0.42,4,4,4,62.0,58.0,1087,4.81,4.77,2.97,956.7061
39676,0.42,4,4,4,62.6,57.0,1087,4.8,4.76,2.99,968.0426
39677,0.41,5,6,4,62.2,56.0,1087,4.8,4.75,2.97,1031.0288
39678,0.47,4,6,3,59.3,56.0,1087,5.07,5.05,3.02,1176.9716
39679,0.7,1,5,1,66.2,59.0,1087,5.59,5.4,3.65,1015.36346
39680,0.42,5,3,5,61.4,56.0,1087,4.85,4.82,2.97,1030.1073
39681,0.47,4,6,3,60.2,61.0,1087,5.05,4.96,3.02,997.1171
39682,0.46,4,4,5,62.8,57.0,1087,4.92,4.83,3.06,1202.6345
39683,0.39,5,7,6,60.0,56.0,1088,4.79,4.77,2.87,1218.4668
39684,0.52,3,2,3,62.4,55.0,1088,5.1,5.12,3.19,1049.7811
39685,0.4,5,5,6,61.7,56.0,1088,4.72,4.74,2.92,1176.7123
39686,0.4,4,5,6,60.7,58.0,1088,4.7,4.75,2.87,1081.8842
39687,0.4,3,5,6,62.8,56.0,1088,4.69,4.73,2.96,1092.7452
39688,0.4,4,5,6,62.2,59.0,1088,4.65,4.7,2.91,1130.2659
39689,0.4,5,5,6,61.7,55.0,1088,4.74,4.76,2.93,1172.7329
39690,0.4,4,5,6,60.8,59.0,1088,4.72,4.76,2.88,1130.9458
39691,0.4,5,5,6,62.4,57.0,1088,4.69,4.73,2.94,1119.6987
39692,0.4,4,5,6,60.8,59.0,1088,4.71,4.73,2.87,1081.8842
39693,0.4,5,5,6,62.4,56.0,1088,4.72,4.74,2.95,1166.9911
39694,0.4,3,5,6,62.8,57.0,1088,4.66,4.73,2.95,1075.6777
39695,0.52,4,6,2,61.1,57.0,1088,5.23,5.12,3.16,1220.9219
39696,0.4,2,6,7,59.4,61.0,1088,4.8,4.83,2.86,1147.3618
39697,0.48,2,4,4,65.4,59.0,1088,4.79,4.88,3.16,1073.4333
39698,0.42,2,5,5,59.9,65.0,1088,4.83,4.89,2.91,1039.7434
39699,0.4,5,3,7,62.3,54.0,1088,4.77,4.74,2.96,1044.1005
39700,0.4,5,3,7,61.4,57.0,1088,4.81,4.74,2.93,1093.5911
39701,0.4,4,3,7,61.8,58.0,1088,4.72,4.69,2.91,1092.3967
39702,0.4,5,3,7,62.2,55.0,1088,4.75,4.7,2.94,1085.9683
39703,0.4,5,3,7,62.0,54.0,1088,4.76,4.72,2.94,1065.732
39704,0.58,1,5,2,64.7,56.0,1088,5.31,5.24,3.41,1264.9861
39705,0.4,3,5,5,62.2,57.6,1089,4.74,4.76,2.96,1013.3967
39706,0.5,3,3,3,63.5,56.0,1089,5.01,5.04,3.19,1132.0872
39707,0.46,2,2,7,63.5,57.0,1089,4.85,4.91,3.1,1102.2412
39708,0.39,5,5,7,60.9,55.0,1089,4.75,4.8,2.91,1220.9258
39709,0.58,5,1,3,61.5,55.0,1089,5.36,5.4,3.31,1174.2632
39710,0.44,4,7,3,62.9,58.0,1089,4.85,4.82,3.04,1011.3114
39711,0.44,4,7,3,61.9,59.0,1089,4.9,4.86,3.02,996.966
39712,0.55,2,2,3,57.7,61.0,1089,5.37,5.34,3.09,1054.1058
39713,0.44,5,3,5,61.3,57.0,1089,4.98,4.91,3.03,1023.1752
39714,0.41,1,7,6,64.5,57.0,1089,4.68,4.65,3.01,1195.6393
39715,0.44,3,6,5,59.7,59.0,1090,4.94,5.01,2.97,1272.7218
39716,0.5,2,6,3,64.0,56.0,1090,5.03,4.97,3.2,1164.1914
39717,0.5,3,6,3,62.4,58.0,1090,5.06,5.01,3.14,1354.1837
39718,0.5,2,6,3,64.2,59.0,1090,5.03,4.97,3.21,1159.5112
39719,0.51,3,5,2,58.9,60.0,1090,5.19,5.24,3.07,1019.5257
39720,0.51,3,3,3,63.0,57.0,1090,5.11,5.14,3.23,1124.8197
39721,0.54,4,4,2,61.4,59.0,1090,5.21,5.24,3.21,1149.495
39722,0.52,5,4,2,61.6,55.0,1090,5.16,5.19,3.19,1144.3605
39723,0.5,2,6,3,64.0,57.0,1090,5.04,4.99,3.21,1137.7517
39724,0.5,2,6,3,63.7,59.0,1090,5.07,5.01,3.21,1337.7095
39725,0.58,3,1,4,62.8,57.0,1090,5.28,5.33,3.33,1160.831
39726,0.4,5,6,6,62.3,54.0,1090,4.74,4.76,2.96,1206.2698
39727,0.4,5,6,4,62.2,55.0,1090,4.71,4.77,2.95,906.1677
39728,0.56,3,4,2,62.8,58.0,1091,5.19,5.23,3.27,1212.8671
39729,0.51,5,4,2,61.3,58.0,1091,5.15,5.19,3.17,1130.528
39730,0.35,5,6,5,61.9,56.0,1091,4.55,4.53,2.81,920.7131
39731,0.45,4,6,3,62.8,58.0,1091,4.88,4.84,3.05,950.0964
39732,0.5,4,3,3,58.7,59.0,1091,5.15,5.11,3.01,1134.5605
39733,0.53,3,4,2,60.9,55.0,1092,5.26,5.29,3.21,1101.4738
39734,0.39,3,7,7,63.0,60.0,1092,4.61,4.63,2.91,1236.1129
39735,0.4,5,6,4,61.6,57.0,1092,4.73,4.75,2.92,944.5434
39736,0.38,5,7,5,62.4,54.1,1092,4.62,4.67,2.9,964.8553
39737,0.38,5,7,5,62.1,53.9,1092,4.65,4.67,2.9,1033.7194
39738,0.37,5,5,8,62.0,57.0,1092,4.59,4.62,2.85,1175.2782
39739,0.7,1,4,1,68.6,59.0,1092,5.45,5.31,3.7,1013.1867
39740,0.35,5,4,6,61.2,55.0,1092,4.62,4.59,2.82,863.7739
39741,0.52,4,4,3,58.6,62.0,1092,5.28,5.24,3.08,1253.8931
39742,0.39,4,5,5,60.6,55.0,1092,4.77,4.73,2.88,1020.078
39743,0.43,5,5,6,61.4,56.0,1093,4.87,4.9,3.0,1250.3704
39744,0.47,2,2,7,61.8,62.0,1093,4.94,4.97,3.06,1103.1577
39745,0.53,4,1,4,62.7,56.0,1093,5.18,5.15,3.24,1093.8856
39746,0.53,5,4,2,62.4,56.0,1093,5.18,5.14,3.22,1119.3329
39747,0.43,5,4,4,62.4,56.0,1093,4.87,4.84,3.02,985.9823
39748,0.5,2,5,2,63.8,59.0,1094,5.02,4.95,3.18,944.3136
39749,0.5,5,5,2,60.9,57.0,1094,5.15,5.1,3.12,1055.1439
39750,0.5,4,3,3,62.3,59.0,1094,5.02,4.99,3.12,1106.3203
39751,0.3,5,7,7,62.1,56.0,1094,4.32,4.31,2.68,1027.4797
39752,0.43,5,3,7,62.3,54.0,1094,4.84,4.85,3.02,1087.8564
39753,0.5,1,3,3,64.9,54.0,1094,5.01,4.98,3.24,1010.3937
39754,0.42,5,3,7,61.9,54.2,1094,4.8,4.82,2.98,1059.6809
39755,0.56,5,1,4,61.7,54.0,1094,5.31,5.36,3.29,1206.0026
39756,0.43,5,6,5,63.0,55.0,1094,4.85,4.87,3.06,1174.5245
39757,0.36,5,7,5,60.8,57.0,1094,4.59,4.62,2.8,978.27924
39758,0.36,5,7,5,61.7,55.0,1094,4.58,4.62,2.84,984.9884
39759,0.51,5,4,2,61.3,55.0,1094,5.17,5.19,3.17,1127.9652
39760,0.56,5,2,3,62.1,54.0,1094,5.3,5.32,3.3,1176.2043
39761,0.53,5,2,3,61.5,56.0,1094,5.21,5.23,3.21,1187.2617
39762,0.52,5,2,3,61.8,54.0,1094,5.16,5.19,3.2,1043.6588
39763,0.36,4,7,4,60.5,58.0,1094,4.63,4.6,2.79,942.5328
39764,0.36,5,6,5,62.0,56.0,1094,4.59,4.57,2.84,948.55176
39765,0.36,4,6,5,61.3,58.0,1094,4.58,4.56,2.8,948.1219
39766,0.36,5,6,5,61.8,56.0,1094,4.6,4.56,2.83,941.8863
39767,0.36,5,6,5,62.4,55.0,1094,4.61,4.59,2.87,948.26337
39768,0.36,5,6,5,61.6,57.0,1094,4.58,4.54,2.81,935.53156
39769,0.36,5,6,5,61.7,56.0,1094,4.58,4.56,2.82,939.0376
39770,0.36,4,6,5,60.4,58.0,1094,4.67,4.64,2.81,1025.261
39771,0.36,5,7,4,61.8,56.0,1094,4.6,4.56,2.83,878.6846
39772,0.36,5,7,4,61.0,56.0,1094,4.63,4.59,2.81,952.0248
39773,0.5,3,5,2,63.5,58.0,1094,5.03,4.98,3.18,967.9263
39774,0.5,4,5,2,62.2,54.0,1094,5.14,5.08,3.18,1040.8376
39775,0.36,4,7,4,61.0,58.0,1094,4.62,4.59,2.81,875.146
39776,0.36,4,7,4,59.1,58.0,1094,4.68,4.63,2.75,946.24786
39777,0.36,4,7,4,61.8,58.0,1094,4.58,4.55,2.82,881.0506
39778,0.36,5,7,4,61.5,57.0,1094,4.58,4.56,2.81,872.32983
39779,0.36,5,7,4,60.6,57.0,1094,4.61,4.57,2.78,869.2739
39780,0.36,4,7,4,61.0,59.0,1094,4.61,4.57,2.8,875.146
39781,0.36,5,7,4,61.7,55.0,1094,4.6,4.58,2.83,875.9831
